School Name,BRIN
Ontmoetingsschool de Romte,14MN
Onze Bouwsteen,08QG
Onze Lieve Vrouwelyceum - Breda,16RF
Onze Wereld,13EK
Oosterhoogebrugschool,17DI
Oosterlicht College PC SGM V ATH HAVO MAVO VBO,17GM
Oosterschelde-School,18RG
Oosterschool voor Openbaar Basisonderwijs,06CN
Oosterveldschool,11UN
Oostvaarders College voor Lyceum Havo Mavo Vbo Lwoo,24RW
Op 'e Trije,09ED
Op 't Erf,32BA
Op Avontuur,17ZY
Op de 10 Bunder,05EZ
Op den Akker,07YR
Op Gen Hei,20TD
Open Sgm Bylmer Vath Havo Mavo Lhno Lto Leao,03AQ
"Openb. SGM. Arnhem Noord. voor lyceum, havo, mavo en vbo",25GL
Openbaar Basisschool De TWA Fisken,15TG
Openbaar Basisschool Weisterbeek,06MM
"Openbaar Buurtcollege Maas en Peel voor mavo, havo en vwo",31TG
Openbaar Dalton Kindcentrum het Parelhof,16MC
Openbaar Jenaplan Heijenoord Basisschool,19NO
Openbaar Kindcentrum de Stroom,11TY
Openbaar Kindcentrum De Toermalijn,10AF
Openbaar Kindcentrum De Wereld,31DM
Openbaar Kindcentrum Het Maasveld,24CZ
Openbaar lyceum De Amersfoortse Berg,20EA
Openbaar Stedelijk College Eindhoven voor Atheneum Havo Mavo Vbo Lwoo,20BK
Openbare Basischool De Bascule,17DQ
Openbare basischool De Iemenhof,18HB
Openbare Basischool de Zuidwesthoek,13EH
Openbare Basischool J Vd Vondel,16GL
Openbare Basisschool 't Carrousel,16BZ
Openbare Basisschool 't Eenspan,16AH
Openbare Basisschool 't Karregat,13BP
Openbare Basisschool 't Koppel,17FU
Openbare Basisschool 't Montferland,18FK
Openbare Basisschool 't Partoer,12EG
Openbare Basisschool 't Raerderhiem,15VO
Openbare Basisschool 'T Ravelijn,05ZG
Openbare Basisschool 't Schrijverke,08DM
Openbare Basisschool 't Schrijverke,14YM
Openbare Basisschool 'T Smelleken,05YS
Openbare Basisschool 't Swarte Meer,17KM
Openbare Basisschool 't Tilletje,18OZ
Openbare Basisschool 't Vierspan,13XJ
Openbare Basisschool 't Vogelnest,10CR
Openbare basisschool 't Wad,10EE
Openbare Basisschool 'T Wold,06DE
Openbare Basisschool 't Zwanenest,18QC
Openbare Basisschool 2 Emmen Mr Vegter,16BX
Openbare basisschool A Bosschool,11TQ
Openbare Basisschool aan de Meule,22JO
Openbare Basisschool aan de Roer,23CN
Openbare Basisschool Angelslo,16MA
Openbare Basisschool Aquamarijn,16UK
Openbare basisschool Aquamarijn,11OD
Openbare Basisschool Aurora,26AB
Openbare Basisschool Bargeres,16YK
Openbare Basisschool Bargerpaske,18VQ
Openbare Basisschool Beatrix,16DS
Openbare Basisschool Beekbergen,17ZF
Openbare Basisschool Bellefleur,18DS
Openbare Basisschool Berg,05YT
Openbare Basisschool Berg en Bos,17NG
Openbare Basisschool Beukenlaan,12VN
Openbare Basisschool Bibit,23ZJ
Openbare Basisschool Binnen de Veste,10DM
Openbare Basisschool Binnenstad,23BU
Openbare Basisschool Blokstoeke,09SG
Openbare Basisschool Bommelstein,23EU
Openbare Basisschool Borgloschool,16DV
Openbare Basisschool Bornwaterschool,18KK
Openbare Basisschool Bos en Vaart,15SB
Openbare Basisschool Brandevoort,27JP
Openbare Basisschool Branding,13LE
Openbare Basisschool Bredeschool De Springplank,05XW
Openbare Basisschool Broekhem,24NK
Openbare Basisschool Brunwerd,12ED
Openbare Basisschool Buitenvree,18PV
Openbare Basisschool Caleidoscoop,26ZZ
Openbare Basisschool Corlaer,23BT
Openbare Basisschool Cornelis Jetses,14BT
Openbare Basisschool Dalton Lonneker,17EB
Openbare Basisschool De Achtbaan,16ZG
Openbare Basisschool De Achtbaan,21RQ
Openbare Basisschool de Albatros,24MR
Openbare Basisschool De Anwende,06BR
Openbare Basisschool de Appelhof,05ZR
Openbare Basisschool De Architect,17MH
Openbare Basisschool De Baayaert,06CZ
Openbare Basisschool De Badde,15FZ
Openbare Basisschool de Barchschole,14YB
Openbare Basisschool de Berenburcht,12VB
Openbare Basisschool De Berkel,11NT
Openbare Basisschool de Bever,23PC
Openbare Basisschool De Bienekebolders,23CG
Openbare Basisschool De Bieshaar,16HT
Openbare Basisschool De Biezenkring,09QZ
Openbare Basisschool De Bijenkorf,21LP
Openbare Basisschool De Blaak,12DS
Openbare Basisschool De Bloesem,09HT
Openbare Basisschool De Bogerd,06CX
Openbare Basisschool De Bolderik,00DM
Openbare Basisschool De Bonckert,09DQ
Openbare Basisschool De Bongerd,17UG
Openbare Basisschool De Bongerd,19BA
Openbare Basisschool De Bonte Tol,27JX
Openbare Basisschool De Borgh,03FT
Openbare Basisschool De Bosrand,12NN
Openbare Basisschool de Bouwsteen,18HQ
Openbare Basisschool De Branding,15TF
Openbare Basisschool de Branink,14HE
Openbare Basisschool de Braskorf,13QO
Openbare Basisschool De Brink,05YC
Openbare Basisschool De Broekheurne,17EL
Openbare Basisschool De Bron,07GU
Openbare Basisschool De Brug,18OY
Openbare Basisschool de Bundel,23RY
Openbare Basisschool De Cirkel,24BR
Openbare Basisschool De Cirkel,15WQ
Openbare Basisschool de Cirkel,16BL
Openbare Basisschool de Cocon,23JH
Openbare Basisschool De Dapper,19AQ
Openbare basisschool De Delta,30FY
Openbare Basisschool De Delta Beethoven,24BL
Openbare Basisschool De Delta Delfland,21NH
Openbare Basisschool De Dijk,19BF
Openbare Basisschool De Dijkwerkers,06BH
Openbare Basisschool de Dissel-Daltonschool,18KF
Openbare Basisschool De Distelvlinder,10CS
Openbare Basisschool De Dobbe,09FC
Openbare Basisschool De Dobbelsteen,27RU
Openbare Basisschool De Dolfijn,16GK
Openbare Basisschool De Dorpsakker,18MG
Openbare Basisschool De Draaimolen,21LX
Openbare Basisschool De Dreef,17BL
Openbare Basisschool De Dreske,17JD
Openbare Basisschool De Driehoek,21NP
Openbare Basisschool de Driehoek,23ZM
Openbare Basisschool De Driekleur,18LS
Openbare Basisschool De Driemaster,14GR
Openbare Basisschool de Driemaster,11TX
Openbare Basisschool De Driepas,06CQ
Openbare Basisschool De Driesprong,08DN
Openbare Basisschool De Dubbelburg,06CA
Openbare Basisschool de Dubbele Punt,12DL
Openbare Basisschool De Duizendpoot,21OY
Openbare Basisschool De Dukdalf,11BL
Openbare Basisschool De Duykeldam,12RH
Openbare Basisschool De Eendracht,17RQ
Openbare Basisschool De Eendragt,18MN
Openbare Basisschool De Egelantier,26PE
Openbare basisschool De Egelantier,19JO
Openbare Basisschool De Esdoorn,16DJ
Openbare Basisschool De Esmarke,26AJ
Openbare Basisschool De Flierefluiter,16OC
Openbare Basisschool De Flint,30AK
Openbare Basisschool De Fontein,15WW
Openbare Basisschool De Fuik,11SO
Openbare Basisschool De Gelderlandschool,19NQ
Openbare Basisschool De Gezellehoek,10BV
Openbare Basisschool De Globe,21AG
Openbare basisschool De Gouwzee,18MH
Openbare Basisschool De Graswinkel,22KC
Openbare Basisschool de Groeiplaneet,20PN
Openbare Basisschool De Groene Vlinder,13HD
Openbare Basisschool De Hagenpoort,14YP
Openbare Basisschool de Hasselbraam,23RA
Openbare Basisschool De Hasselbraam,27AK
Openbare Basisschool De Hasselbraam,21MV
Openbare Basisschool De Hasselbraam,27LU
Openbare basisschool De Heliotroop,21KO
Openbare Basisschool De Hesselanden,16XQ
Openbare Basisschool de Hietweide,12NK
Openbare Basisschool de Hobbitstee,13YM
Openbare Basisschool De Hobbitstee,03BX
Openbare Basisschool De Hoef - Hugo,09RG
Openbare Basisschool De Hoekstee,18MM
Openbare Basisschool De Hofmaat,18TW
Openbare Basisschool De Hoge Raven,17EH
Openbare Basisschool De Hoorn,13ZO
Openbare Basisschool De Horizon,07FL
Openbare Basisschool de Houthoeffe,15SK
Openbare Basisschool De Hovenschool,15ZB
Openbare Basisschool De Jagersplas,18ZI
Openbare Basisschool De Kaap,19AI
Openbare Basisschool De Kameleon,16ZX
Openbare Basisschool De Kameleon,11JR
Openbare Basisschool De Kameleon,27CE
Openbare Basisschool De Keikamp,13AT
Openbare Basisschool De Kelderswerf,09GT
Openbare Basisschool De Kennemerpoort,16WU
Openbare Basisschool De Kern,27MH
Openbare Basisschool De Kern,10SH
Openbare Basisschool De Kievitshoek,18PE
Openbare basisschool De Kikkenduut,10EF
Openbare Basisschool De Kirreweie,10VV
Openbare Basisschool de Klapwiek,14HO
Openbare Basisschool De Kleine Dichter,17RK
Openbare Basisschool de Kleine Dollard,12EJ
Openbare basisschool De Klimboom,09HI
Openbare Basisschool de Klimop,12LO
Openbare Basisschool de Klimop,24AA
Openbare Basisschool De Klimop,03EV
Openbare Basisschool De Klimop,10RR
Openbare Basisschool de Klimtoren,08FA
Openbare Basisschool de Klipper,23PY
Openbare Basisschool De Klokkebei,06BB
Openbare Basisschool De Koekoek,17CL
Openbare Basisschool De Koempoelan,26AP
Openbare Basisschool de Koet,13BS
Openbare Basisschool De Kolibrie,18WN
Openbare Basisschool De Komeet,18UC
Openbare Basisschool De Koningsspil,18QD
Openbare Basisschool de Korenbloem,07GY
Openbare Basisschool De Kosmos,17TW
Openbare Basisschool de Kraaienboom,13MK
Openbare Basisschool de Kreek,24AF
Openbare Basisschool de Kring,12QX
Openbare Basisschool de Kring,15IF
Openbare Basisschool De Kring/Hannie Schaft School,15UJ
Openbare Basisschool De Kroosduiker,18VM
Openbare basisschool De Krullevaar,09EI
Openbare Basisschool de Kubus,15ND
Openbare Basisschool De Kustschool,11UA
Openbare Basisschool De Kweekvijver,18KJ
Openbare Basisschool De Lijster,11RU
Openbare Basisschool De Linde,10BG
Openbare Basisschool De Lisdodde,23RM
Openbare Basisschool De Lispeltuut Jenaplanschool,21CZ
Openbare Basisschool De Luyster,04HB
Openbare Basisschool De Maaskei,09FY
Openbare Basisschool de Margriet,10VD
Openbare Basisschool De Marke,18SN
Openbare Basisschool De Marke,17YV
Openbare Basisschool de Marlijn,12DI
Openbare basisschool De Meander,27UC
Openbare basisschool De Meander,28AG
Openbare Basisschool de Meander,23PF
Openbare Basisschool De Meander,28CZ
Openbare Basisschool De Meent,11YX
Openbare Basisschool De Meerpaal,18FD
Openbare Basisschool de Mende,17BC
Openbare Basisschool De Meridiaan,06AP
Openbare Basisschool De Mheen,17PZ
Openbare Basisschool de Moespot,13UD
Openbare Basisschool De Molenberg,06BP
Openbare Basisschool de Molenvliet,10UD
Openbare Basisschool de Moolhoek,10AC
Openbare Basisschool De Musselhorst,15JG
openbare basisschool De Negen Wieken,08FW
Openbare Basisschool De Nieuwe Wereld,27CJ
Openbare Basisschool de Nijenoord,23DE
Openbare Basisschool De Noorderbreedte,13UO
Openbare Basisschool De Noordkaap,06DG
Openbare Basisschool De Noordster,03EI
Openbare Basisschool De Noordster,06AI
Openbare Basisschool De Notenkraker,26PP
Openbare Basisschool De Oanset,14XY
Openbare Basisschool de Octopus,23RC
Openbare Basisschool De Octopus,08EW
Openbare Basisschool de Oldenye,15HJ
Openbare Basisschool De Oleander,15AS
Openbare Basisschool de Ommewending,15EP
Openbare Basisschool De Ontmoeting,14EV
Openbare Basisschool de Oosterburcht,09FO
Openbare Basisschool de Opbouw,13MG
Openbare Basisschool De Opslach,14HD
Openbare Basisschool de Opstap,14HJ
Openbare Basisschool De Opstap,18FY
Openbare Basisschool De Optimist,16DM
Openbare Basisschool De Optimist,14EG
Openbare Basisschool De Optimist,27PB
Openbare Basisschool de Oudvaart,13MI
Openbare Basisschool De Overhaal,18TQ
Openbare Basisschool De Pannebakker,09GN
Openbare Basisschool De Parel,20FI
Openbare Basisschool De Peppel,21NO
Openbare Basisschool de Peppel,12YF
Openbare Basisschool De Peppelaer,16ZF
Openbare Basisschool de Pijler,14MW
Openbare Basisschool de Pionier,24NN
Openbare Basisschool De Pionier,23UL
Openbare Basisschool De Pionier,18WY
Openbare Basisschool de Pioniers,15EX
Openbare Basisschool De Pipegaal,11HJ
Openbare Basisschool De Piramide,06BM
Openbare Basisschool de Plaats,12NS
Openbare Basisschool de Polsstok,10TC
Openbare Basisschool De Poolster,14AL
Openbare Basisschool De Punt,20ZZ
Openbare Basisschool De Ranonkel,16HK
Openbare Basisschool de Regenboog,12LJ
Openbare Basisschool de Regenboog,13AQ
Openbare Basisschool De Regenboog,07GD
Openbare Basisschool De Regenboog,06CO
Openbare Basisschool De Regenboog,09IV
Openbare Basisschool De Rieburch,18SH
Openbare Basisschool de Riemsloot,13ZL
Openbare Basisschool De Rietpluim,23BW
Openbare Basisschool De Rietput,10BI
Openbare Basisschool De Robbedoes,18DW
Openbare Basisschool De Samensprong,05ZU
Openbare Basisschool De Schakel,08DC
Openbare Basisschool De Schakel,18WF
Openbare Basisschool De Schakel,06BY
Openbare basisschool De Schalm,18TC
Openbare Basisschool de Schatkist,22KH
Openbare Basisschool De Schelf,09FD
Openbare Basisschool De Schoener,09ZN
Openbare Basisschool De Schovenhorst,10UZ
Openbare Basisschool De Schuthoek,09FN
Openbare Basisschool de Schuttershoek,13LV
Openbare Basisschool De Singelier,19IV
Openbare Basisschool De Sleutel,14HC
Openbare Basisschool de Sleutel,12MT
Openbare Basisschool de Sleutel School voor Daltononderwijs,11AL
Openbare Basisschool De Slinge,09EV
Openbare Basisschool De Slinger,07FK
Openbare Basisschool De Spaarneschool,16YQ
Openbare Basisschool De Speurneus,23BX
Openbare Basisschool De Spiegel,21NU
Openbare Basisschool De Spiegel,19AO
Openbare Basisschool De Spinner,16UE
Openbare Basisschool De Springdonk,23CJ
Openbare Basisschool De Springplank,18RI
Openbare Basisschool De Springplank,11AO
Openbare Basisschool De Springplank,04GF
Openbare Basisschool De Springplank,18DT
Openbare Basisschool De Springplank,18GP
Openbare Basisschool De Springplank,08DI
Openbare Basisschool De Springplank,06AM
Openbare Basisschool De St@rtbaan,26PL
Openbare Basisschool De Stap,09ZP
Openbare Basisschool De Stapsteen,07RO
Openbare Basisschool De Stelling,13OD
Openbare Basisschool De Sterrenboom,03FJ
Openbare Basisschool De Sterrenkijker,12YB
Openbare Basisschool De Sterrensteen,17AH
Openbare Basisschool De Sterrenwachter,16LI
Openbare Basisschool De Steven,13LR
Openbare Basisschool De Tandem,10CO
Openbare Basisschool de Tandem,13AY
Openbare Basisschool de Tiende Penning,13AK
Openbare Basisschool de Tille,15KG
Openbare Basisschool de Tjongeling,13DS
Openbare Basisschool De Toermalijn,24BE
Openbare Basisschool de Tovercirkel,18MR
Openbare Basisschool De Trampoline,24JJ
Openbare Basisschool de Trede,15LU
Openbare Basisschool De Triangel,10DA
Openbare Basisschool De Triangel,18PX
Openbare Basisschool de Tuimelaar,08IE
Openbare Basisschool de Tweemaster,13BM
Openbare Basisschool De Tweemaster,11HU
Openbare Basisschool De Tweemaster,14FX
Openbare Basisschool De Tweemaster,10AE
Openbare Basisschool de Tweemaster,15KL
Openbare Basisschool De Tweesprong,11SJ
Openbare Basisschool De Uilenbrink,08IR
Openbare basisschool de Uilenburcht,09DO
Openbare Basisschool De Uitvinding,17DR
Openbare basisschool De Velduil,09IE
Openbare Basisschool De Vennegotte,14BL
Openbare Basisschool De Viermaster,13GU
Openbare Basisschool de Vlaamse Reus,24BM
Openbare Basisschool De Vliegenier,17OV
Openbare Basisschool De Vlieger,16KJ
Openbare Basisschool De Vlieger,10BH
Openbare Basisschool De Vliegerdt,13JH
Openbare Basisschool De Vliete,00HH
Openbare Basisschool De Vlieten,05XZ
Openbare Basisschool De Vlonder,21PS
Openbare basisschool De Vogelaar,18MT
Openbare Basisschool de Voorpoort,12MU
Openbare Basisschool De Voorzaan,19BV
Openbare Basisschool de Vos,11AQ
Openbare Basisschool De Voshaar,11TN
Openbare Basisschool De Vosseburcht,16UB
Openbare Basisschool De Vuurvogel,21OQ
Openbare Basisschool De Waerdenburght,13BU
Openbare Basisschool De Walsprong,10BZ
Openbare Basisschool de Wateringe,14EW
Openbare Basisschool de Waterlelie,13HB
Openbare Basisschool De Watermolen,18RD
Openbare Basisschool De Wenteling,12EY
Openbare Basisschool De Westhoek,18UV
Openbare Basisschool De Westhoek,18KD
Openbare Basisschool de Westwijzer,23TX
Openbare Basisschool De Wetelaar,18MY
Openbare Basisschool de Wiekslag,10VU
Openbare Basisschool De Wielerbaan Montessori-School,22NW
Openbare basisschool de Wije,18MJ
Openbare Basisschool De Wijzer,03BY
Openbare Basisschool De Wildert,21PP
Openbare Basisschool De Wilgen,18GQ
Openbare Basisschool De Wilgenhoek,16CH
Openbare Basisschool de Wilhelminaschool,18OQ
Openbare Basisschool de Wingerd,24NL
Openbare Basisschool de Wissel,12DC
Openbare Basisschool de Wissel,24DB
Openbare Basisschool De Wissel,24UA
Openbare Basisschool De Wizard,27LZ
Openbare Basisschool De Wizzert,27UE
Openbare Basisschool De Woelwaters,18FM
Openbare Basisschool De Wyken,14BW
Openbare Basisschool De Zandheuvel,05ZY
Openbare Basisschool De Zeemeeuw,11IJ
Openbare Basisschool De Zeeraket,31DJ
Openbare Basisschool De Zeester,27ML
Openbare Basisschool De Zeevonk,09RU
Openbare Basisschool De Zes Wielen,16HU
Openbare Basisschool de Zevensprong,25KV
Openbare Basisschool de Zilvermeeuw,13ED
Openbare Basisschool De Zoeker,19DK
Openbare Basisschool De Zonnewijzer,16HS
Openbare Basisschool de Zuidooster,11RT
Openbare Basisschool De Zuidvliet,18QG
Openbare Basisschool De Zuidwend,05ZS
Openbare Basisschool De Zuidwester,16JB
Openbare Basisschool De Zwarm,18OE
Openbare Basisschool De Zweng,18WQ
Openbare Basisschool Den Boogerd,08HK
Openbare Basisschool Den Bussel,22KS
Openbare Basisschool Dick Bruna,23UB
Openbare basisschool Digitalis,17DA
Openbare basisschool Dijkzicht,11HW
Openbare Basisschool Dordse Til,17EJ
Openbare Basisschool Drieborg,08DD
Openbare Basisschool Duiveland,08FJ
Openbare Basisschool Durperhonk,18SO
Openbare Basisschool Ekenrooi,23DJ
Openbare Basisschool Elckerlyc,19DI
Openbare Basisschool Emmermeer,16HI
Openbare Basisschool Erica De Anbrenge,17BU
Openbare Basisschool Et Buut,19CC
Openbare Basisschool Europa,16ZD
Openbare Basisschool FavoRIET,06AN
openbare basisschool FH Jansenius De Vries,18GA
Openbare Basisschool Flevosprong,23BP
Openbare Basisschool Frankendael,18EK
Openbare Basisschool Futura,10SZ
Openbare Basisschool G.A. van der Lugt,13GJ
Openbare basisschool Groenehoek,25KN
Openbare Basisschool H Klokhuis,24AB
Openbare Basisschool H M van Randwijk,11GT
Openbare Basisschool H.W. Heuvelschool,12UR
Openbare Basisschool Harlekijn,08FU
Openbare Basisschool Harry Bannink,17NH
Openbare Basisschool Heiligerlee,09EU
Openbare Basisschool Heksenketel,24MU
Openbare Basisschool Hendrik Wester,11GF
Openbare Basisschool Herman Gorter,19BZ
Openbare Basisschool Het Atelier,10BA
Openbare Basisschool Het Bolwerk,05YE
Openbare Basisschool Het Driespan,12MQ
Openbare Basisschool Het Eiland,18QB
Openbare Basisschool het Kompas,12IF
Openbare Basisschool Het Landje,06BG
Openbare Basisschool Het Meesterwerk,27UB
Openbare Basisschool Het Noorderlicht,11VF
Openbare Basisschool Het Overbos,12VO
Openbare Basisschool Het Palet,26PD
Openbare Basisschool Het Palet,18HO
Openbare basisschool Het Palet,14MS
Openbare Basisschool Het Roessink,14HS
Openbare Basisschool Het Spectrum,22KP
Openbare Basisschool Het Stelleplankier,18SI
Openbare Basisschool Het Web,17PK
Openbare Basisschool Het Wooldrik,17TK
Openbare Basisschool Het Zeggelt Montessori-School,17EV
Openbare Basisschool Heuvellaan,18AF
Openbare Basisschool Hoge Weerdschool,14FS
Openbare basisschool Houtwijk,19MZ
Openbare Basisschool Houwingaham,03DW
Openbare Basisschool Hurdegarijp,12VK
Openbare Basisschool IXIEJE,18MC
Openbare Basisschool J. Emmens,08EZ
Openbare Basisschool J.C. van Gent,10CI
Openbare Basisschool Jan Harmenshof,18LE
Openbare Basisschool Jan Hekman,06AY
Openbare Basisschool Joppe,26PK
Openbare Basisschool Jordaan,20VA
Openbare Basisschool Jules Verne,15KX
Openbare Basisschool Julianaschool,18NI
Openbare basisschool K Zwartschool,05YD
Openbare Basisschool Kamperfoelie,12RE
Openbare Basisschool Karrepad,17BW
Openbare Basisschool Kiezel en Kei,12MP
Openbare Basisschool Kindcentrum Westwijs,16IK
Openbare Basisschool Klim Op,14DZ
Openbare Basisschool Klim-Op,09RP
Openbare Basisschool Kloosterveen,27WY
Openbare Basisschool Kogerveld,19AX
Openbare Basisschool Kolmenscate,15IK
Openbare Basisschool Kompas,09IS
Openbare Basisschool Koolhoven,27CA
Openbare Basisschool Kotten,18WW
Openbare Basisschool Kromme Akkers,03DF
Openbare Basisschool La Res,17OF
Openbare Basisschool Leemvoortschool,13ON
Openbare Basisschool Letterwies,00BB
Openbare Basisschool Liereland,15UP
Openbare Basisschool Markenburg,13OK
Openbare Basisschool Max Velthuijs,19MU
Openbare Basisschool Meander,24MY
Openbare basisschool Meester Aafjes,18MQ
Openbare Basisschool Meester Haye,18UD
Openbare Basisschool Menno ter Braakschool,10LM
Openbare Basisschool Menterhorn,08SW
Openbare Basisschool Mesch,18EL
Openbare Basisschool Mettegeupel,24NM
Openbare Basisschool Middelie,18SF
Openbare Basisschool Middelstein,12EV
Openbare Basisschool Molenakker,23TL
Openbare basisschool Molenbeek,16NC
Openbare Basisschool Mondriaan,18NV
Openbare Basisschool Montessori,24ED
Openbare Basisschool MST. K.J. Dijkstra,13SJ
Openbare Basisschool Multatuli-School,20VX
Openbare Basisschool Nicolaas Beets,16XY
Openbare Basisschool Noord,12DO
Openbare Basisschool Noorderlicht,16UC
Openbare Basisschool Noorderschool,18NH
Openbare basisschool NOVA,18QE
Openbare basisschool Octowijs,17SP
Openbare Basisschool Oeboentoe,27NZ
Openbare Basisschool Oosterhuizen,17ZK
Openbare Basisschool op 't Veld,16WN
Openbare Basisschool Op d'n Esch,09RQ
Openbare basisschool Opwaardz,09FW
Openbare Basisschool Oudewater,18ER
Openbare Basisschool Over De Brug,18ZV
Openbare Basisschool Overvecht,16NM
Openbare Basisschool Panta Rhei,29XH
Openbare Basisschool Panta Rhei,22JM
Openbare Basisschool Park Stokhorst,17FW
Openbare Basisschool Piet Hein,13UX
Openbare Basisschool Pieter van Thuyl,09RS
